"id","cyberball","focus","ostracism_condition","self_other_condition","ios_condition","ios_outcome","outcome","cause_self","cause_other","stability_value","locus_value","stability","locus"
47,1,1,"included","yellow","group_yellow_own",3,6,"because they are part of the group",NA,1,1,"stability_self6","locus_self6"
47,1,1,"included","yellow","group_yellow_own",3,7,"because they are group members",NA,1,1,"stability_self7","locus_self7"
47,1,1,"included","yellow","group_yellow_own",3,8,"because they are a group member ",NA,2,1.5,"stability_self8","locus_self8"
47,1,1,"included","yellow","group_yellow_own",3,9,"because they did a great job",NA,2,1,"stability_self9","locus_self9"
47,1,1,"included","yellow","group_yellow_own",3,10,"because they are part of the group",NA,1,1,"stability_self10","locus_self10"
48,2,1,"excluded","yellow","group_yellow_own",4,1,"They feel that they have been left out or not part of the group",NA,3.5,4,"stability_self1","locus_self1"
48,2,1,"excluded","yellow","group_yellow_own",4,2,"stress ",NA,4,1,"stability_self2","locus_self2"
48,2,1,"excluded","yellow","group_yellow_own",4,3,"The talk was boring",NA,3.5,2,"stability_self3","locus_self3"
48,2,1,"excluded","yellow","group_yellow_own",4,5,"No compassion or empathy",NA,3.5,2,"stability_self5","locus_self5"
48,2,1,"excluded","yellow","group_yellow_own",4,6,"They performed well at interview",NA,2.5,3,"stability_self6","locus_self6"
48,2,1,"excluded","yellow","group_yellow_own",4,7,"Self esteem raised by others feels good",NA,3.5,2,"stability_self7","locus_self7"
48,2,1,"excluded","yellow","group_yellow_own",4,8,"They deserve recognition",NA,3,2.5,"stability_self8","locus_self8"
48,2,1,"excluded","yellow","group_yellow_own",4,9,"They feel that they are valued for their participation",NA,4.5,3,"stability_self9","locus_self9"
48,2,1,"excluded","yellow","group_yellow_own",4,10,"external factors",NA,3.5,3,"stability_self10","locus_self10"
49,2,1,"excluded","yellow","group_yellow_own",7,1,"A member of group yellow was subsequently isolated",NA,3,2,"stability_self1","locus_self1"
49,2,1,"excluded","yellow","group_yellow_own",7,2,"A member of group yellow should be reprimanded",NA,3,2,"stability_self2","locus_self2"
49,2,1,"excluded","yellow","group_yellow_own",7,3,"A member of group yellow was misunderstood",NA,3,2,"stability_self3","locus_self3"
49,2,1,"excluded","yellow","group_yellow_own",7,4,"A member of group yellow was treated badly",NA,3,2,"stability_self4","locus_self4"
49,2,1,"excluded","yellow","group_yellow_own",7,5,"A member of group yellow acted badly",NA,3,2,"stability_self5","locus_self5"
49,2,1,"excluded","yellow","group_yellow_own",7,6,"His passionate pursuit makes him get the job",NA,3,2,"stability_self6","locus_self6"
49,2,1,"excluded","yellow","group_yellow_own",7,7,"A member of group yellow appreciated",NA,3,2,"stability_self7","locus_self7"
49,2,1,"excluded","yellow","group_yellow_own",7,8,"A member of group yellow hard work rewarded",NA,3,2,"stability_self8","locus_self8"
49,2,1,"excluded","yellow","group_yellow_own",7,9,"A member of group yellow is diligent",NA,3,2,"stability_self9","locus_self9"
49,2,1,"excluded","yellow","group_yellow_own",7,10,"A member has been rejected",NA,3,2,"stability_self10","locus_self10"
50,2,2,"excluded","green","group_green_other",2,1,NA,"The friend has turned on them",5,5,"stability_other1","locus_other1"
50,2,2,"excluded","green","group_green_other",2,2,NA,"They are struggling with other aspects of their life",4,3,"stability_other2","locus_other2"
50,2,2,"excluded","green","group_green_other",2,3,NA,"His talk was boring",4,3,"stability_other3","locus_other3"
50,2,2,"excluded","green","group_green_other",2,4,NA,"The new person does not like him",5,4.5,"stability_other4","locus_other4"
50,2,2,"excluded","green","group_green_other",2,5,NA,"They are a selfish person",3,2.5,"stability_other5","locus_other5"
50,2,2,"excluded","green","group_green_other",2,6,NA,"They performed well at interview and are well liked",3,3,"stability_other6","locus_other6"
50,2,2,"excluded","green","group_green_other",2,7,NA,"He is good looking",2,2,"stability_other7","locus_other7"
50,2,2,"excluded","green","group_green_other",2,8,NA,"He performed well at his job and made the right connections ",3,2,"stability_other8","locus_other8"
50,2,2,"excluded","green","group_green_other",2,9,NA,"It was a solid project and he is well liked ",3,3,"stability_other9","locus_other9"
50,2,2,"excluded","green","group_green_other",2,10,NA,"Their partner is happier with themself",4,5,"stability_other10","locus_other10"
51,2,1,"excluded","yellow","group_yellow_own",3,1,"They are treating you differently so therefore don't like you.",NA,2.5,3,"stability_self1","locus_self1"
51,2,1,"excluded","yellow","group_yellow_own",3,2,"Because they feel upset that affects their work from being actively left out.",NA,3,2.5,"stability_self2","locus_self2"
51,2,1,"excluded","yellow","group_yellow_own",3,3,"Views may have been strong and caused a negative reaction, be more all-rounded with the information provided.",NA,2.5,2.5,"stability_self3","locus_self3"
51,2,1,"excluded","yellow","group_yellow_own",3,4,"because they didn't like that person and they didn't get on.",NA,4.5,3,"stability_self4","locus_self4"
51,2,1,"excluded","yellow","group_yellow_own",3,5,"Because they left yellow out they are now hostile towards other friends and listens but chooses not to help, their right,",NA,3.5,3.5,"stability_self5","locus_self5"
51,2,1,"excluded","yellow","group_yellow_own",3,6,"Because of gender, age and ect.",NA,2.5,5,"stability_self6","locus_self6"
51,2,1,"excluded","yellow","group_yellow_own",3,7,"Trying to make up as they feel bad for what they did, doesn't feel genuine.",NA,2.5,4,"stability_self7","locus_self7"
51,2,1,"excluded","yellow","group_yellow_own",3,8,"Worked hard, deserved it, simple.",NA,1.5,2.5,"stability_self8","locus_self8"
51,2,1,"excluded","yellow","group_yellow_own",3,9,"Because they worked hard and deserved it.",NA,2,3,"stability_self9","locus_self9"
51,2,1,"excluded","yellow","group_yellow_own",3,10,"because they know other people aren't doing that for them.",NA,3,4,"stability_self10","locus_self10"
52,1,2,"included","green","group_green_other",4,1,NA,"maybe they offended them",4,2,"stability_other1","locus_other1"
52,1,2,"included","green","group_green_other",4,2,NA,"they have been busier than expected that day and ran short on time",5,3.5,"stability_other2","locus_other2"
52,1,2,"included","green","group_green_other",4,3,NA,"the audience were not in agreement with what was said",3.5,4,"stability_other3","locus_other3"
52,1,2,"included","green","group_green_other",4,4,NA,"they had a disagreement about something",4,3,"stability_other4","locus_other4"
52,1,2,"included","green","group_green_other",4,5,NA,"they don't want to get too involved as it is a personal problem",4,4,"stability_other5","locus_other5"
52,1,2,"included","green","group_green_other",4,6,NA,"they were well qualified for the job and made a good impression",2,2,"stability_other6","locus_other6"
52,1,2,"included","green","group_green_other",4,7,NA,"they have taken care with their appearance that day and look nice",3.5,2.5,"stability_other7","locus_other7"
52,1,2,"included","green","group_green_other",4,8,NA,"they got a promotion at work",3,1.5,"stability_other8","locus_other8"
52,1,2,"included","green","group_green_other",4,9,NA,"they worked hard and put a lot of effort into the project",2,2,"stability_other9","locus_other9"
52,1,2,"included","green","group_green_other",4,10,NA,"they realised they had been taking them for granted",3.5,4,"stability_other10","locus_other10"
53,1,1,"included","yellow","group_yellow_own",3,1,"There is a personality clash",NA,3,3.5,"stability_self1","locus_self1"
53,1,1,"included","yellow","group_yellow_own",3,2,"They aren't fast enough",NA,3.5,3,"stability_self2","locus_self2"
53,1,1,"included","yellow","group_yellow_own",3,3,"The audience doesn't like what they are saying.",NA,3.5,3.5,"stability_self3","locus_self3"
53,1,1,"included","yellow","group_yellow_own",3,4,"The two people don't get along.",NA,3.5,3.5,"stability_self4","locus_self4"
53,1,1,"included","yellow","group_yellow_own",3,5,"Someone gets too competitive.",NA,2.5,3,"stability_self5","locus_self5"
53,1,1,"included","yellow","group_yellow_own",3,6,"They had a good CV and had a good interview, and they are very employable",NA,2,3,"stability_self6","locus_self6"
53,1,1,"included","yellow","group_yellow_own",3,7,"The friend likes the way the member looks.",NA,2.5,2.5,"stability_self7","locus_self7"
53,1,1,"included","yellow","group_yellow_own",3,8,"They performed well.",NA,2,3,"stability_self8","locus_self8"
53,1,1,"included","yellow","group_yellow_own",3,9,"They did a good project and worked hard",NA,3,3,"stability_self9","locus_self9"
53,1,1,"included","yellow","group_yellow_own",3,10,"The partner has chosen a favourite.",NA,5,2.5,"stability_self10","locus_self10"
54,1,1,"included","yellow","group_yellow_own",3,1,"The yellow group member feels sad because of this hostile action.",NA,3.5,2,"stability_self1","locus_self1"
54,1,1,"included","yellow","group_yellow_own",3,3,"The cause could be wide and varied. The audience may have issues. The yellow group member would feel bad.",NA,3.5,3.5,"stability_self3","locus_self3"
54,1,1,"included","yellow","group_yellow_own",3,5,"The cause may be not being sure of what to do in a certain situation.",NA,4,3.5,"stability_self5","locus_self5"
54,1,1,"included","yellow","group_yellow_own",3,6,"This person is responsible for their good work and will be happy to get the job.",NA,4,4,"stability_self6","locus_self6"
54,1,1,"included","yellow","group_yellow_own",3,7,"This yello group member is happy to take the compliment ",NA,2.5,2.5,"stability_self7","locus_self7"
54,1,1,"included","yellow","group_yellow_own",3,8,"This person works hard and deserves a raise.",NA,3.5,5,"stability_self8","locus_self8"
54,1,1,"included","yellow","group_yellow_own",3,9,"That this person feels happy with their work and proud to have it praised.",NA,2,1.5,"stability_self9","locus_self9"
54,1,1,"included","yellow","group_yellow_own",3,10,"That they are in a loving relationship that has ups and downs.",NA,3,5,"stability_self10","locus_self10"
55,1,2,"included","green","group_green_other",4,1,NA,"They cheated during the game",3.5,2,"stability_other1","locus_other1"
55,1,2,"included","green","group_green_other",4,2,NA,"They may have other important obligations to attend to",4,3,"stability_other2","locus_other2"
55,1,2,"included","green","group_green_other",4,3,NA,"They must have said something controversial",3.5,2,"stability_other3","locus_other3"
55,1,2,"included","green","group_green_other",4,4,NA,"They have have been differences between the two or one was having a bad day",4,3.5,"stability_other4","locus_other4"
55,1,2,"included","green","group_green_other",4,5,NA,"A person of green is inconsiderate",4,2,"stability_other5","locus_other5"
55,1,2,"included","green","group_green_other",4,6,NA,"They have persevered and tried hard enough to get that job",4,2.5,"stability_other6","locus_other6"
55,1,2,"included","green","group_green_other",4,7,NA,"A member of Green is subjectively attractive to a friend.",4,3,"stability_other7","locus_other7"
55,1,2,"included","green","group_green_other",4,8,NA,"They have been consistent in their hard work ",2.5,2,"stability_other8","locus_other8"
55,1,2,"included","green","group_green_other",4,9,NA,"The person within Green is innovative",2.5,1.5,"stability_other9","locus_other9"
55,1,2,"included","green","group_green_other",4,10,NA,"The couple have a cose relationship",3.5,2.5,"stability_other10","locus_other10"
56,2,1,"excluded","yellow","group_yellow_own",5,1,"The friend is having a bad day",NA,5,5,"stability_self1","locus_self1"
56,2,1,"excluded","yellow","group_yellow_own",5,2,"They were very busy",NA,5,5,"stability_self2","locus_self2"
56,2,1,"excluded","yellow","group_yellow_own",5,3,"He said the wrong thing",NA,5,5,"stability_self3","locus_self3"
56,2,1,"excluded","yellow","group_yellow_own",5,4,"They were not compatible",NA,3,5,"stability_self4","locus_self4"
56,2,1,"excluded","yellow","group_yellow_own",5,5,"They are upset about something",NA,5,5,"stability_self5","locus_self5"
56,2,1,"excluded","yellow","group_yellow_own",5,6,"They had the skills needed for the job",NA,2,5,"stability_self6","locus_self6"
56,2,1,"excluded","yellow","group_yellow_own",5,7,"Yellow cares abour their appearance",NA,2,5,"stability_self7","locus_self7"
56,2,1,"excluded","yellow","group_yellow_own",5,8,"They worked very hard for it",NA,3,5,"stability_self8","locus_self8"
56,2,1,"excluded","yellow","group_yellow_own",5,9,"they worked very hard and that's why it was praised",NA,2,5,"stability_self9","locus_self9"
56,2,1,"excluded","yellow","group_yellow_own",5,10,"They did a good thing for their partner",NA,4,5,"stability_self10","locus_self10"
57,2,1,"excluded","yellow","group_yellow_own",3,1,"They said something to offend them",NA,5,2.5,"stability_self1","locus_self1"
57,2,1,"excluded","yellow","group_yellow_own",3,2,"Illness",NA,4,4,"stability_self2","locus_self2"
57,2,1,"excluded","yellow","group_yellow_own",3,3,"Bad preperation",NA,4.5,2,"stability_self3","locus_self3"
57,2,1,"excluded","yellow","group_yellow_own",3,4,"Clashing personalities",NA,4,2,"stability_self4","locus_self4"
57,2,1,"excluded","yellow","group_yellow_own",3,5,"They don't care about their friend's problem",NA,2.5,1,"stability_self5","locus_self5"
57,2,1,"excluded","yellow","group_yellow_own",3,6,"Good qualifications and interview skills",NA,2,2,"stability_self6","locus_self6"
57,2,1,"excluded","yellow","group_yellow_own",3,7,"They had got a new haircut or outfit",NA,5,2.5,"stability_self7","locus_self7"
57,2,1,"excluded","yellow","group_yellow_own",3,8,"Consistently worked their way up",NA,2,2.5,"stability_self8","locus_self8"
57,2,1,"excluded","yellow","group_yellow_own",3,9,"They worked hard on the project",NA,3,1.5,"stability_self9","locus_self9"
57,2,1,"excluded","yellow","group_yellow_own",3,10,"They had become more attentive to their partner's needs",NA,3.5,2,"stability_self10","locus_self10"
58,1,2,"included","green","group_green_other",1,1,NA,"they think something is wrong between them",4,4,"stability_other1","locus_other1"
58,1,2,"included","green","group_green_other",1,2,NA,"they have other things to do",4,4,"stability_other2","locus_other2"
58,1,2,"included","green","group_green_other",1,3,NA,"a subject that can cause controversy",3.5,4.5,"stability_other3","locus_other3"
58,1,2,"included","green","group_green_other",1,4,NA,"clash of personality",3.5,2.5,"stability_other4","locus_other4"
58,1,2,"included","green","group_green_other",1,5,NA,"do not want to help",3.5,2,"stability_other5","locus_other5"
58,1,2,"included","green","group_green_other",1,6,NA,"incentive to work for an opportunity",2.5,4,"stability_other6","locus_other6"
58,1,2,"included","green","group_green_other",1,7,NA,"feel appreciated",4,3,"stability_other7","locus_other7"
58,1,2,"included","green","group_green_other",1,8,NA,"working well",3,4,"stability_other8","locus_other8"
58,1,2,"included","green","group_green_other",1,9,NA,"worked hard",3.5,3,"stability_other9","locus_other9"
58,1,2,"included","green","group_green_other",1,10,NA,"have done something to be appreciated",3.5,4,"stability_other10","locus_other10"
59,1,2,"included","green","group_green_other",6,1,NA,"not passing the ball to them",3.5,2.5,"stability_other1","locus_other1"
59,1,2,"included","green","group_green_other",6,2,NA,"exterior problems in their life",3,3.5,"stability_other2","locus_other2"
59,1,2,"included","green","group_green_other",6,3,NA,"they may have been blaming others in the speech being arrogant",3,1.5,"stability_other3","locus_other3"
59,1,2,"included","green","group_green_other",6,4,NA,"theyre generally abrupt with people",2,1,"stability_other4","locus_other4"
59,1,2,"included","green","group_green_other",6,5,NA,"they may have too many problems of there own to deal with ",4.5,2,"stability_other5","locus_other5"
59,1,2,"included","green","group_green_other",6,6,NA,"theyve been working towards it for a while ",3,2.5,"stability_other6","locus_other6"
59,1,2,"included","green","group_green_other",6,7,NA,"theyre prideful",3,3,"stability_other7","locus_other7"
59,1,2,"included","green","group_green_other",6,8,NA,"they are quite driven/stubbon so stick with things",1.5,1,"stability_other8","locus_other8"
59,1,2,"included","green","group_green_other",6,9,NA,"theyre driven ",3.5,2,"stability_other9","locus_other9"
59,1,2,"included","green","group_green_other",6,10,NA,"theyre (green member) treating them more lovingly than normal",4,2,"stability_other10","locus_other10"
60,2,2,"excluded","green","group_green_other",7,1,NA,"Green did something to annoy the friend ",4,1,"stability_other1","locus_other1"
60,2,2,"excluded","green","group_green_other",7,2,NA,"Green did not put an adequate amount of effort in ",2.5,1,"stability_other2","locus_other2"
60,2,2,"excluded","green","group_green_other",7,3,NA,"Green did not adequately consider their audience before giving the talk ",2,1,"stability_other3","locus_other3"
60,2,2,"excluded","green","group_green_other",7,4,NA,"Green was inconsiderate and harsh ",3.5,1,"stability_other4","locus_other4"
60,2,2,"excluded","green","group_green_other",7,5,NA,"Green was selfish ",2,1,"stability_other5","locus_other5"
60,2,2,"excluded","green","group_green_other",7,6,NA,"There weren't many other applications to the job ",2,5,"stability_other6","locus_other6"
60,2,2,"excluded","green","group_green_other",7,7,NA,"The friend was in a good mood and feeling charitable ",4,5,"stability_other7","locus_other7"
60,2,2,"excluded","green","group_green_other",7,8,NA,"Natural progression of the job/ pre agreed contract ",2,5,"stability_other8","locus_other8"
60,2,2,"excluded","green","group_green_other",7,9,NA,"The standards for the praise was low ",4,5,"stability_other9","locus_other9"
60,2,2,"excluded","green","group_green_other",7,10,NA,"Their partner is more loving in nature ",2,5,"stability_other10","locus_other10"
61,1,2,"included","green","group_green_other",3,1,NA,"The friend was having a bad day.",5,4,"stability_other1","locus_other1"
61,1,2,"included","green","group_green_other",3,2,NA,"They did not prepare well enough.",4,2,"stability_other2","locus_other2"
61,1,2,"included","green","group_green_other",3,3,NA,"It is the fault of the audience for not being grateful",4.5,5,"stability_other3","locus_other3"
61,1,2,"included","green","group_green_other",3,4,NA,"It could be either of their faults",4,3,"stability_other4","locus_other4"
61,1,2,"included","green","group_green_other",3,5,NA,"The friend is not being very nice or helpful",3.5,4.5,"stability_other5","locus_other5"
61,1,2,"included","green","group_green_other",3,6,NA,"The member prepared well for the job.",4,2.5,"stability_other6","locus_other6"
61,1,2,"included","green","group_green_other",3,7,NA,"The member dressed nicely that day.",5,4,"stability_other7","locus_other7"
61,1,2,"included","green","group_green_other",3,8,NA,"The member did his job well",4,5,"stability_other8","locus_other8"
61,1,2,"included","green","group_green_other",3,9,NA,"This member did a good job at work.",3,4.5,"stability_other9","locus_other9"
61,1,2,"included","green","group_green_other",3,10,NA,"They were nice to their partner",3.5,4.5,"stability_other10","locus_other10"
62,2,1,"excluded","yellow","group_yellow_own",4,1,"The member of group Yellow probably did something wrong that left a bad taste in their friend's mouth.",NA,3.5,1,"stability_self1","locus_self1"
62,2,1,"excluded","yellow","group_yellow_own",4,2,"Everybody has an off day. The member of group Yellow probably didn't have enough sleep the night before leading to decreased productivity. This leads to working piling up and slowing over time.",NA,4.5,3,"stability_self2","locus_self2"
62,2,1,"excluded","yellow","group_yellow_own",4,4,"Both people probably had a bad day and felt internally frustrated which left them both needing to get their frustrations out leading to each other being upset.",NA,5,2,"stability_self4","locus_self4"
62,2,1,"excluded","yellow","group_yellow_own",4,5,"The yellow group member has a lot going on within themselves and need to focus their energy on themselves for the time being.",NA,5,3,"stability_self5","locus_self5"
62,2,1,"excluded","yellow","group_yellow_own",4,6,"The member of group Yellow has been playing the game of politics. They have done the behind the scenes work of making the boss like them.",NA,3.5,1,"stability_self6","locus_self6"
62,2,1,"excluded","yellow","group_yellow_own",4,7,"This is probably because the member of group Yellow is attractive and their friend is outspoken. ",NA,3.5,3.5,"stability_self7","locus_self7"
62,2,1,"excluded","yellow","group_yellow_own",4,8,"The member of group Yellow has been doing a terrific job and playing their role very well.",NA,2,2,"stability_self8","locus_self8"
62,2,1,"excluded","yellow","group_yellow_own",4,9,"The member of group yellow did a very good job on their project.",NA,2,2,"stability_self9","locus_self9"
62,2,1,"excluded","yellow","group_yellow_own",4,10,"The member of group Yellow has probably been happier and treating their partner more lovingly resulting in a more loving treatment returned.",NA,2,2,"stability_self10","locus_self10"
63,1,1,"included","yellow","group_yellow_own",4,1,"their demeanour",NA,4,2.5,"stability_self1","locus_self1"
63,1,1,"included","yellow","group_yellow_own",4,2,"They are injured and not able to complete their work",NA,3.5,4.5,"stability_self2","locus_self2"
63,1,1,"included","yellow","group_yellow_own",4,3,"poor reception of the topic they talked about",NA,3.5,4.5,"stability_self3","locus_self3"
63,1,1,"included","yellow","group_yellow_own",4,4,"no common interest",NA,3,1.5,"stability_self4","locus_self4"
63,1,1,"included","yellow","group_yellow_own",4,5,"interpersonal problem",NA,4,1.5,"stability_self5","locus_self5"
63,1,1,"included","yellow","group_yellow_own",4,6,"not enough applicable skills",NA,2.5,1,"stability_self6","locus_self6"
63,1,1,"included","yellow","group_yellow_own",4,7,"a friend being affectionate",NA,3,4,"stability_self7","locus_self7"
63,1,1,"included","yellow","group_yellow_own",4,8,"hard work",NA,1.5,1,"stability_self8","locus_self8"
63,1,1,"included","yellow","group_yellow_own",4,9,"hard work",NA,3.5,1,"stability_self9","locus_self9"
63,1,1,"included","yellow","group_yellow_own",4,10,"being affectionate",NA,3,1,"stability_self10","locus_self10"
64,2,2,"excluded","green","group_green_other",5,1,NA,"That friend is having a bad day",4.5,4,"stability_other1","locus_other1"
64,2,2,"excluded","green","group_green_other",5,2,NA,"They didn't work hard enough",3,3,"stability_other2","locus_other2"
64,2,2,"excluded","green","group_green_other",5,3,NA,"They weren't prepared",3.5,4,"stability_other3","locus_other3"
64,2,2,"excluded","green","group_green_other",5,4,NA,"Green was mean",3,1.5,"stability_other4","locus_other4"
64,2,2,"excluded","green","group_green_other",5,5,NA,"greens are mean",4,2,"stability_other5","locus_other5"
64,2,2,"excluded","green","group_green_other",5,6,NA,"They are a member of green",2,2,"stability_other6","locus_other6"
64,2,2,"excluded","green","group_green_other",5,7,NA,"They put effort into their looks",4,4,"stability_other7","locus_other7"
64,2,2,"excluded","green","group_green_other",5,8,NA,"They are a member of green",4,2,"stability_other8","locus_other8"
64,2,2,"excluded","green","group_green_other",5,9,NA,"They worked hard",3.5,4,"stability_other9","locus_other9"
64,2,2,"excluded","green","group_green_other",5,10,NA,"They did better in the game",3.5,2,"stability_other10","locus_other10"
65,2,2,"excluded","green","group_green_other",6,1,NA,"This member of group Green has been unsupportive in the past.",3.5,1,"stability_other1","locus_other1"
65,2,2,"excluded","green","group_green_other",6,2,NA,"This member of group Green has been given more than their fair share of work.",2,4.5,"stability_other2","locus_other2"
65,2,2,"excluded","green","group_green_other",6,3,NA,"This member of group Green prefers to  wing it. ",2,2,"stability_other3","locus_other3"
65,2,2,"excluded","green","group_green_other",6,4,NA,"This member of group Green is self-centered.",2,1,"stability_other4","locus_other4"
65,2,2,"excluded","green","group_green_other",6,5,NA,"This member of group green is self-centered.",2,1.5,"stability_other5","locus_other5"
65,2,2,"excluded","green","group_green_other",6,6,NA,"This member of group Green is well-rounded.",1.5,1.5,"stability_other6","locus_other6"
65,2,2,"excluded","green","group_green_other",6,7,NA,"This member of group Green is traditionally attractive.",4,3.5,"stability_other7","locus_other7"
65,2,2,"excluded","green","group_green_other",6,8,NA,"This member of group Green is assertive.",1.5,1,"stability_other8","locus_other8"
65,2,2,"excluded","green","group_green_other",6,9,NA,"This member of group Green knows their job well.",2,1,"stability_other9","locus_other9"
65,2,2,"excluded","green","group_green_other",6,10,NA,"This member of group Green expects to feel special in their personal relationships.",1.5,2,"stability_other10","locus_other10"
66,1,1,"included","yellow","group_yellow_own",6,1,"They had heard that the member of yellow group had been bad mouthing them",NA,3,2.5,"stability_self1","locus_self1"
66,1,1,"included","yellow","group_yellow_own",6,2,"They have been too busy",NA,3,2,"stability_self2","locus_self2"
66,1,1,"included","yellow","group_yellow_own",6,3,"What they were talking about was not correct.",NA,3,2,"stability_self3","locus_self3"
66,1,1,"included","yellow","group_yellow_own",6,4,"They had an arguement",NA,3.5,3,"stability_self4","locus_self4"
66,1,1,"included","yellow","group_yellow_own",6,5,"The friend had not been very helpful to the member of yellow group previously",NA,4,3.5,"stability_self5","locus_self5"
66,1,1,"included","yellow","group_yellow_own",6,6,"They have worked very hard and impressed at interview",NA,2,1,"stability_self6","locus_self6"
66,1,1,"included","yellow","group_yellow_own",6,7,"They want to be nice",NA,3.5,3.5,"stability_self7","locus_self7"
66,1,1,"included","yellow","group_yellow_own",6,8,"They have worked incredibly hard",NA,2,1.5,"stability_self8","locus_self8"
66,1,1,"included","yellow","group_yellow_own",6,9,"They had worked hard at an area they are an expert at",NA,2,1,"stability_self9","locus_self9"
66,1,1,"included","yellow","group_yellow_own",6,10,"They were being friendly initially",NA,3,4,"stability_self10","locus_self10"
67,1,1,"included","yellow","group_yellow_own",3,1,"Something is wrong in their friend's life",NA,5,4,"stability_self1","locus_self1"
67,1,1,"included","yellow","group_yellow_own",3,2,"They may be busy or struggling with other things",NA,4,2.5,"stability_self2","locus_self2"
67,1,1,"included","yellow","group_yellow_own",3,3,"The audience disagrees with the group members viewpoint",NA,3,2,"stability_self3","locus_self3"
67,1,1,"included","yellow","group_yellow_own",3,4,"The member of the group did not get on.",NA,3.5,3,"stability_self4","locus_self4"
67,1,1,"included","yellow","group_yellow_own",3,6,"They had the right skills for the job at the right time",NA,2,2,"stability_self6","locus_self6"
67,1,1,"included","yellow","group_yellow_own",3,7,"Their friend wanted to say something nice",NA,5,1,"stability_self7","locus_self7"
67,1,1,"included","yellow","group_yellow_own",3,8,"They did good work or had been there a while",NA,1,1,"stability_self8","locus_self8"
67,1,1,"included","yellow","group_yellow_own",3,9,"They did good work that should be celebrated",NA,5,3,"stability_self9","locus_self9"
67,1,1,"included","yellow","group_yellow_own",3,10,"It is a special occasion or they needed it.",NA,4,1,"stability_self10","locus_self10"
68,1,1,"included","yellow","group_yellow_own",3,1,"they have had a falling out before ",NA,2,3.5,"stability_self1","locus_self1"
68,1,1,"included","yellow","group_yellow_own",3,2,"they waited too long and ran out of time ",NA,3,2.5,"stability_self2","locus_self2"
68,1,1,"included","yellow","group_yellow_own",3,3,"the member of yellow has said something bad",NA,3.5,2.5,"stability_self3","locus_self3"
68,1,1,"included","yellow","group_yellow_own",3,4,"the member of team yellow was late",NA,2,2.5,"stability_self4","locus_self4"
68,1,1,"included","yellow","group_yellow_own",3,5,"this member of yellow team is having a bad day",NA,2.5,3.5,"stability_self5","locus_self5"
68,1,1,"included","yellow","group_yellow_own",3,6,"they were unhappy with there current job",NA,3,3.5,"stability_self6","locus_self6"
68,1,1,"included","yellow","group_yellow_own",3,7,"the main cause is that yellow tries a new outfit",NA,4,2.5,"stability_self7","locus_self7"
68,1,1,"included","yellow","group_yellow_own",3,8,"they have been working harder",NA,2.5,2.5,"stability_self8","locus_self8"
68,1,1,"included","yellow","group_yellow_own",3,9,"each team has been assigned a task  ",NA,2.5,3,"stability_self9","locus_self9"
68,1,1,"included","yellow","group_yellow_own",3,10,"there relationship has become more loving  ",NA,3.5,2,"stability_self10","locus_self10"
69,1,2,"included","green","group_green_other",2,1,NA,"He had a bad day",4,1,"stability_other1","locus_other1"
69,1,2,"included","green","group_green_other",2,2,NA,"The task was too hard to complete",3.5,2.5,"stability_other2","locus_other2"
69,1,2,"included","green","group_green_other",2,3,NA,"The audience was not interested in the subject of the talk",3,5,"stability_other3","locus_other3"
69,1,2,"included","green","group_green_other",2,4,NA,"he had a bad day",3.5,2.5,"stability_other4","locus_other4"
69,1,2,"included","green","group_green_other",2,5,NA,"He was not simphatetic to the others",2,4,"stability_other5","locus_other5"
69,1,2,"included","green","group_green_other",2,6,NA,"He is a lucky fellow",5,2.5,"stability_other6","locus_other6"
69,1,2,"included","green","group_green_other",2,7,NA,"The friend is a nice person",1,1,"stability_other7","locus_other7"
69,1,2,"included","green","group_green_other",2,8,NA,"He is lucky",4,4,"stability_other8","locus_other8"
69,1,2,"included","green","group_green_other",2,9,NA,"He is well qualified",2.5,1,"stability_other9","locus_other9"
69,1,2,"included","green","group_green_other",2,10,NA,"He is a lucky guy",5,5,"stability_other10","locus_other10"
70,2,2,"excluded","green","group_green_other",6,1,NA,"It was intentional ",3,2,"stability_other1","locus_other1"
70,2,2,"excluded","green","group_green_other",6,4,NA,"It is outside of this member of group green",3,3.5,"stability_other4","locus_other4"
70,2,2,"excluded","green","group_green_other",6,6,NA,"Positive ",2,1,"stability_other6","locus_other6"
70,2,2,"excluded","green","group_green_other",6,7,NA,"Reflects an aspect of this member of group green",3,1.5,"stability_other7","locus_other7"
70,2,2,"excluded","green","group_green_other",6,8,NA,"It is progress ",2.5,1.5,"stability_other8","locus_other8"
70,2,2,"excluded","green","group_green_other",6,9,NA,"The main cause of action was intentional ",3.5,3,"stability_other9","locus_other9"
70,2,2,"excluded","green","group_green_other",6,10,NA,"Is emotional ",4.5,1,"stability_other10","locus_other10"
71,1,2,"included","green","group_green_other",4,1,NA,"friend maybe just had a bad day",1.5,2.5,"stability_other1","locus_other1"
71,1,2,"included","green","group_green_other",4,2,NA,"ran out of time",2.5,3,"stability_other2","locus_other2"
71,1,2,"included","green","group_green_other",4,3,NA,"Something that the audience does not agree with",3.5,2.5,"stability_other3","locus_other3"
71,1,2,"included","green","group_green_other",4,4,NA,"maybe both just having a bad day",3.5,3,"stability_other4","locus_other4"
71,1,2,"included","green","group_green_other",4,5,NA,"dont know how to help",0.5,2,"stability_other5","locus_other5"
